store_code,store_name,city,state,region_name,open_date,close_date,square_feet
S-1480,Store 1480,Worcester,MA,NORTHEAST,05-Sep-2019,,3000.0
STORE-01481, Store 1481 ,Paterson,NJ, Northeast ,06/12/2018,,4500.0
 STORE-01482 ,STORE 1482,st. paul,MN,MIDWEST,2023/12/21,,1200.0
 S01483 ,store 1483,newark,NJ,Northeast,2023-04-08,,4500.0
01484,Store 1484,Reno,NV,west,2022/01/11,,3000.0
S-1485,Store 1485, Houston ,TX,SOUTH,09/29/2020,,4500.0
01486,Store 1486, Allentown ,pa,NORTHEAST,08/02/2021,,1800.0
STORE-01487,Store 1487,ALLENTOWN, PA ,Northeast,2020/02/17,,2200.0
 S-1488 ,store 1488,NASHVILLE,TN,south,2022/07/16,,6000.0
S-1489,Store 1489,Memphis, TN , South Region ,2023-04-17,,1800.0
STORE-01490, Store 1490 ,Springfield,MA,northeast,2022-03-10,,2200.0
01491,STORE 1491,Madison,WI,Midwest,03/24/2019,11-Mar-2020,6000.0
 01492 ,Store 1492,stamford,ct,Northeast,30-Mar-2023,,
 S01493 ,Store 1493, Charlotte ,NC,SOUTH,2019-02-12,,1800.0
 S01494 ,Store 1494,Las Vegas,NV,WEST,20-Sep-2020,,2200.0
STORE-01495,Store 1495,columbus,OH,MIDWEST,2019-12-06,,3000.0
STORE-01496,Store 1496,Milwaukee,WI,Midwest,09/29/2016,,3000.0
01497,Store 1497,Dallas,tx, South Region ,2022/10/25,,6000.0
s-1498, Store 1498 ,Grand Rapids,MI,midwest region,08/30/2023,,1200.0
S01499,store 1499,Savannah, GA , South ,14-Mar-2024,,3000.0
S01500,Store 1500,MIAMI,fl,south,07/02/2017,,4500.0
S-1501, Store 1501 ,NEW YORK, NY , Northeast ,02/09/2024,,4500.0
 S-1502 ,Store 1502,buffalo,ny, Northeast ,24-Feb-2022,,3000.0
01503,Store 1503,JERSEY CITY,NJ, Northeast ,26-Jun-2022,,1800.0
STORE-01504, Store 1504 ,ST. PAUL,MN,Midwest,2019-10-05,,1800.0
STORE-01505,Store 1505, Phoenix , AZ ,west,02/26/2017,,6000.0
01506,Store 1506, Columbus , OH , Midwest ,2019-02-12,2021-02-25,6000.0
STORE-01507,Store 1507, New York ,NY,northeast,2018-04-30,,1800.0
01508, Store 1508 ,SAVANNAH,GA,south,2023-08-14,,4500.0
STORE-01509,Store 1509,Spokane,wa,West,2017/12/13,,4500.0
store-01510,Store 1510,TAMPA, FL ,South,2021/04/16,,4500.0
01511,store 1511,Raleigh,nc,SOUTH,2017/10/07,,3000.0
STORE-01512,STORE 1512,Orlando,FL,South,13-Dec-2020,,6000.0
s-1513,Store 1513,MIAMI,FL,South,01-Apr-2019,,6000.0
store-01514,STORE 1514,Grand Rapids,MI,midwest,2018-05-20,,4500.0
s01515,STORE 1515,HENDERSON,NV,WEST,08/26/2018,,1200.0
s01516, Store 1516 ,Boston, MA ,northeast,25-Apr-2021,,4500.0
 01517 ,Store 1517,Hartford,CT,Northeast,02-May-2020,,2200.0
STORE-01518,store 1518,Rochester, MN , Midwest ,2017/11/04,,3000.0
 S01519 ,store 1519,Knoxville,TN, South ,23-Nov-2016,,6000.0
 S01520 ,STORE 1520, Cleveland ,OH, Midwest ,06/22/2018,,2200.0
STORE-01521,Store 1521,new york,ny,Northeast,2018/07/16,,1200.0
s-1522,STORE 1522, Austin ,TX, South ,2016-09-11,,4500.0
01523, Store 1523 ,new york,NY,northeast,2019-06-30,,4500.0
 01524 ,Store 1524,STAMFORD,ct,NORTHEAST,2016/06/11,,1200.0
s01525,Store 1525,Naperville,IL, Midwest ,2016/09/08,,1200.0
S01526,STORE 1526,Boston, MA ,Northeast,2018-04-12,,4500.0
S-1527,STORE 1527, Philadelphia ,pa,Northeast,05/03/2017,,3000.0
01528,STORE 1528,Raleigh, NC ,south,2019-04-21,,3000.0
STORE-01529, Store 1529 ,Miami, FL ,SOUTH,12-Mar-2023,,3000.0
STORE-01530,Store 1530, Milwaukee ,WI,Midwest,2020-07-23,,2200.0
store-01531,Store 1531,SPRINGFIELD,MA,Northeast,02/01/2022,,1200.0
S-1532,STORE 1532,raleigh,NC, South ,2019-11-25,,3000.0
s01533,Store 1533, Raleigh ,NC,SOUTH,04/16/2016,,3000.0
S-1534, Store 1534 , Spokane ,WA,west,2016-06-14,,1200.0
 S01535 ,Store 1535,Naperville, IL , Midwest ,07/27/2020,,
STORE-01536,Store 1536,RALEIGH, NC ,South,2017/09/29,,1200.0
 STORE-01537 ,Store 1537,New York,NY,Northeast,11/22/2019,,1200.0
STORE-01538,Store 1538, Portland ,OR, West ,2023-03-04,,1200.0
01539,Store 1539,New Haven, CT ,Northeast,2023-12-27,,2200.0
 S01540 ,Store 1540,Tucson,AZ,WEST,2023/01/19,,4500.0
S01541, Store 1541 ,Jersey City,NJ,northeast,04/05/2022,,3000.0
STORE-01542,Store 1542,Pittsburgh,PA,northeast,2022/03/13,,
STORE-01543, Store 1543 ,Reno,nv, West Region ,2022-05-09,,3000.0
 S01544 ,STORE 1544,madison, WI ,Midwest,2020-02-29,,4500.0
01545,STORE 1545,Tampa,FL,SOUTH,2016/03/24,,3000.0
01546, Store 1546 ,DETROIT,MI,Midwest,2021/12/17,,6000.0
S-1547,STORE 1547,PITTSBURGH,pa,Northeast,2018-10-07,,3000.0
 S-1548 ,Store 1548,LOS ANGELES,CA,WEST,2019/02/10,,1800.0
S01549,Store 1549, Nashville ,tn,South,2021-11-21,,1200.0
s-1550,Store 1550, Minneapolis , MN ,Midwest,20-Jun-2017,15-Mar-2018,4500.0
S01551, Store 1551 ,BOSTON, MA ,northeast region,2017/05/31,,1800.0
01552,Store 1552,hartford,ct, Northeast ,2017-03-11,,4500.0
STORE-01553,Store 1553,SAN DIEGO,ca,WEST,2017/08/21,,3000.0
STORE-01554,Store 1554, Columbus ,OH,Midwest,16-Mar-2019,,4500.0
STORE-01555,store 1555,Savannah, GA ,South,04/01/2019,,6000.0
S-1556,STORE 1556,Worcester,MA, Northeast ,2020-10-18,,1800.0
S01557,Store 1557, Durham ,NC,SOUTH,13-Aug-2016,,6000.0
01558, Store 1558 ,SPOKANE, WA ,WEST,2018/10/04,,2200.0
 STORE-01559 , Store 1559 ,Los Angeles,CA,West,03/17/2019,,4500.0
01560,STORE 1560,Cincinnati,oh,Midwest,10/27/2023,,4500.0
s-1561,Store 1561,Springfield,MA,northeast,2022-03-18,,2200.0
S-1562,store 1562,Worcester,MA,NORTHEAST,11/01/2017,,2200.0
STORE-01563,STORE 1563,Miami,FL,SOUTH,25-Jun-2021,,4500.0
 S01564 ,store 1564, Ann Arbor , MI , Midwest ,25-Mar-2019,,4500.0
01565,Store 1565,Paterson, NJ ,Northeast,2016-08-10,,4500.0
S01566,Store 1566,Atlanta,GA,South,2016/10/25,,3000.0
S-1567, Store 1567 , Pittsburgh ,pa, Northeast ,2021-07-11,,6000.0
01568, Store 1568 ,Naperville,IL,Midwest,2021/01/28,,6000.0
S-1569,Store 1569,Mesa,AZ,west,2020-12-28,2022-05-05,1200.0
store-01570,STORE 1570,CHICAGO,IL,midwest,01/28/2024,,1800.0
01571,Store 1571,Reno,nv, West ,04/03/2016,,2200.0
 01572 ,Store 1572,Memphis,TN, South ,11/16/2020,,4500.0
 S01573 ,Store 1573,HARTFORD, CT ,Northeast,2020-03-12,,1200.0
 STORE-01574 ,STORE 1574,PITTSBURGH,PA, Northeast ,02/26/2023,,1800.0
store-01575,STORE 1575, Allentown , PA , Northeast ,29-Mar-2023,,2200.0
 S01576 ,Store 1576, San Diego ,CA,West,20-Jan-2021,,4500.0
S01577,Store 1577,green bay,WI, Midwest ,25-Feb-2017,,3000.0
S01578,Store 1578,COLUMBUS,OH, Midwest ,2020/08/22,,1200.0
STORE-01579,Store 1579,Salem,OR,West,11/30/2023,,3000.0
 S01580 ,STORE 1580,Naperville,IL,midwest,11/08/2023,,
s-1581,Store 1581,Miami,FL,SOUTH REGION,2021-03-07,,1800.0
S01582,store 1582, Savannah ,GA,South,12-Mar-2017,,6000.0
S-1583,store 1583,Tacoma,WA,West,2024/01/07,,1800.0
 S01584 ,Store 1584, Reno , NV ,West,03/23/2018,11/06/2021,2200.0
S-1585,Store 1585,tacoma,wa,West,31-Jul-2016,,6000.0
S-1586,STORE 1586,San Diego,ca,West Region,03-Feb-2020,,1800.0
 01587 ,Store 1587,HOUSTON, TX ,South,2022/11/24,,3000.0
STORE-01588,Store 1588, Columbus , OH ,midwest,07/01/2022,,1200.0
 S01589 ,STORE 1589,Buffalo, NY ,northeast region,06/01/2016,,4500.0
01590,STORE 1590,grand rapids,MI, Midwest ,10/09/2019,,4500.0
S-1591,STORE 1591,PITTSBURGH,PA, Northeast ,09/20/2018,,3000.0
01592,store 1592,TUCSON,AZ,West,22-Aug-2017,,
 S01593 ,Store 1593,NEWARK, NJ , Northeast ,2022/02/14,,1800.0
01594,STORE 1594,springfield,MA,Northeast,04/11/2018,,1200.0
 01595 ,store 1595, Rochester , NY ,Northeast,2016-08-02,,6000.0
01596, Store 1596 ,Ann Arbor, MI ,MIDWEST,15-Feb-2019,,1200.0
s01597,Store 1597, Phoenix , AZ ,west,2021/12/26,,4500.0
 01598 ,Store 1598,Salem, OR ,west,01/16/2016,,6000.0
STORE-01599, Store 1599 ,Phoenix, AZ ,West,10/12/2022,,3000.0
s-1600,Store 1600, Austin ,tx,South,03/01/2017,,1800.0
01601,store 1601,Houston, TX ,south,2024-03-03,,6000.0
s01602,Store 1602,SAN DIEGO,CA, West ,2019/08/23,,3000.0
s01603, Store 1603 ,Eugene,OR,WEST,2021-07-24,,2200.0
01604,Store 1604, San Diego ,CA,West,2019/09/12,,4500.0
S01605,STORE 1605, Buffalo ,NY,NORTHEAST,11/22/2021,,3000.0
01606,Store 1606,Eugene, OR ,West,2021/03/11,,1200.0
s01607,Store 1607,SAN DIEGO,CA,West,01-Feb-2019,,1200.0
 01608 , Store 1608 ,BOSTON, MA ,Northeast,06/20/2016,2019/07/05,6000.0
STORE-01609,Store 1609,PORTLAND,OR,West,2021/04/07,,6000.0
s-1610,store 1610,DURHAM,NC,SOUTH,2021/07/24,,1200.0
STORE-01611,store 1611,Henderson,NV,West,06/07/2023,,2200.0
S-1612,store 1612,SPOKANE, WA ,west,2021/07/18,,1200.0
01613,Store 1613,MIAMI,FL,South,2023/04/18,,1200.0
S01614,store 1614,atlanta, GA , South ,01/19/2020,,4500.0
S-1615,Store 1615,Worcester,MA,NORTHEAST,2018-07-19,,1200.0
S01616,Store 1616,Ann Arbor,MI,Midwest,2019-12-09,,2200.0
01617,Store 1617,Jersey City,NJ, Northeast ,2022-09-09,,1800.0
S-1618, Store 1618 ,philadelphia,PA,Northeast,2020/06/30,,1200.0
STORE-01619,STORE 1619, Tacoma ,WA, West ,2018-02-27,,2200.0
01620,Store 1620,Salem,or,west,2020-01-04,,1800.0
STORE-01621,STORE 1621,charlotte,NC, South ,29-Jul-2017,,1200.0
S-1622, Store 1622 ,San Jose, CA , West ,20-Nov-2018,,1800.0
STORE-01623,Store 1623,Dallas,TX,South,07/16/2021,,6000.0
01624,STORE 1624,Tacoma,WA, West ,2017/02/13,,1200.0
01625,STORE 1625,Chicago, IL ,Midwest,2020-02-21,,1800.0
 S01626 ,STORE 1626,Raleigh,NC, South ,2021-03-26,,6000.0
S01627,Store 1627,Orlando,FL,south,2022-11-24,,3000.0
STORE-01628,Store 1628,SPRINGFIELD, MA ,northeast,2017-06-02,,6000.0
01629,Store 1629,Minneapolis,mn,midwest,03-Oct-2017,,1200.0
STORE-01630,Store 1630,Phoenix, AZ , West ,2020/12/15,,1200.0
01631,Store 1631, Chicago ,IL,Midwest,2023-03-31,,2200.0
S01632,Store 1632,Phoenix,AZ,West,2018/08/31,,1200.0
 S01633 ,STORE 1633,cleveland, OH , Midwest ,2022/01/27,,1800.0
 S01634 ,store 1634,rochester,NY, Northeast ,06/25/2019,,1200.0
S-1635,Store 1635,LAS VEGAS,NV, West ,12-Feb-2024,,6000.0
STORE-01636,store 1636, Springfield , MA , Northeast ,2021-09-21,,3000.0
STORE-01637, Store 1637 ,San Diego,ca, West ,09/15/2018,,4500.0
STORE-01638,Store 1638,hartford,ct,NORTHEAST,23-Dec-2022,,4500.0
S01639,Store 1639,phoenix,AZ,WEST,2018/08/25,,1800.0
STORE-01640,STORE 1640, Mesa ,az,west,2018/06/15,,1200.0
STORE-01641,Store 1641,CINCINNATI,OH, Midwest ,08-May-2023,,
 STORE-01642 ,Store 1642,BUFFALO,NY,Northeast,31-Aug-2020,,3000.0
S-1643,Store 1643,Pittsburgh,PA,Northeast,07/06/2019,,2200.0
01644, Store 1644 ,HENDERSON,NV, West ,2018-07-22,,1800.0
 S01645 ,STORE 1645,WORCESTER,MA, Northeast ,16-Sep-2022,,4500.0
s01646,Store 1646,San Jose,ca,West Region,2018/02/27,30-May-2021,4500.0
S-1647, Store 1647 , Memphis ,TN, South ,2019/03/12,,3000.0
S01648,Store 1648, Eugene , OR ,West,2017/01/23,,1800.0
STORE-01649,store 1649, Seattle ,WA,west,2017/11/19,,1800.0
S01650,Store 1650, Rochester , NY ,Northeast,2018-05-15,,3000.0
S-1651,Store 1651, Tampa ,FL,SOUTH,20-Oct-2023,,4500.0
S01652,Store 1652,Buffalo,NY,Northeast,09/24/2023,,3000.0
 S01653 ,Store 1653,Rochester,MN, Midwest ,2022/02/23,,2200.0
STORE-01654,Store 1654,Austin,TX,South,09-Nov-2023,,1800.0
 S01655 ,store 1655,PATERSON,NJ, Northeast ,02/08/2018,,4500.0
S01656, Store 1656 ,Naperville,il,Midwest,2020/05/14,,4500.0
01657,Store 1657, Salem ,OR,West,2022-06-30,,6000.0
 S01658 ,STORE 1658,Ann Arbor,mi,midwest,15-Jan-2017,,1200.0
 STORE-01659 , Store 1659 , Detroit ,MI,Midwest,12/03/2023,,1200.0
STORE-01660, Store 1660 ,cincinnati,OH,MIDWEST,2018/08/19,,4500.0
01661,Store 1661, Tampa ,FL,SOUTH,2023-06-29,2025-04-21,6000.0
S01662,Store 1662, San Diego ,ca,west,2020-09-02,,3000.0
s01663,Store 1663,ORLANDO, FL ,South,2019-08-23,,2200.0
 01664 ,Store 1664,TAMPA,FL,South,25-Jun-2022,,1800.0
 STORE-01665 , Store 1665 ,Cincinnati,OH,Midwest,04/20/2020,,2200.0
01666, Store 1666 ,detroit,MI,midwest,03/30/2020,,2200.0
STORE-01667,store 1667,Austin,TX,SOUTH,11/27/2021,,4500.0
STORE-01668, Store 1668 ,Atlanta, GA ,South,2021/01/16,,3000.0
S-1669,STORE 1669,Paterson,NJ,NORTHEAST,2020/10/14,,4500.0
01670,Store 1670,ROCHESTER,NY,Northeast,08-Aug-2022,,4500.0
store-01671,store 1671, Mesa ,AZ, West ,16-Jan-2022,,1200.0
01672,STORE 1672,Los Angeles,CA, West ,17-Apr-2016,,2200.0
S-1673,Store 1673,AUSTIN,TX,South,10/19/2019,,6000.0
 STORE-01674 ,Store 1674,Knoxville,TN,South,16-Nov-2020,,6000.0
STORE-01675,Store 1675,madison,wi,Midwest,2019/06/27,,1200.0
01676,Store 1676,Jersey City,nj,NORTHEAST,2016/08/16,,1200.0
S-1677,Store 1677,Rochester, MN ,MIDWEST,2019-03-23,,1200.0
 STORE-01678 ,Store 1678,Green Bay, WI ,Midwest,2022/06/25,,6000.0
01679,store 1679, Memphis , TN ,SOUTH,2021/04/28,,4500.0
 01680 ,STORE 1680,Seattle, WA ,West,2017-03-05,,1800.0
 S-1681 ,store 1681, Salem ,OR,west,2020-01-03,,4500.0
STORE-01682,Store 1682,Tucson,AZ,West,07/23/2021,,1800.0
s-1683,store 1683, Portland ,OR,West Region,10-Sep-2018,,1200.0
STORE-01684,Store 1684,Portland,OR, West ,2019-05-05,,1200.0
01685,STORE 1685,DALLAS,TX,South,06-Mar-2020,,2200.0
S01686, Store 1686 ,cleveland,OH, Midwest ,2020-10-26,,2200.0
S-1687,Store 1687, Charlotte , NC ,south,18-Nov-2016,,2200.0
S-1688,store 1688,Allentown,pa, Northeast ,09-Jun-2019,,3000.0
STORE-01689,STORE 1689,LAS VEGAS,NV,west,2023-12-10,,1800.0
01690,Store 1690,Bolingbrook,IL,Midwest,09-Jan-2018,,1800.0
S-1691,STORE 1691,PHILADELPHIA,PA,Northeast,2018-06-04,,6000.0
STORE-01692, Store 1692 ,ORLANDO,FL,South,02/07/2021,,1800.0
s-1693,Store 1693,Spokane,wa, West ,12/02/2016,,1200.0
01694,Store 1694,chicago,IL,MIDWEST,2019/12/26,,6000.0
STORE-01695,Store 1695,Augusta,GA,South,14-Dec-2022,,4500.0
01696,STORE 1696,Worcester,MA,Northeast,2019-11-14,,6000.0
 S-1697 , Store 1697 ,Paterson,NJ, Northeast ,2016/09/23,,6000.0
 STORE-01698 ,Store 1698,STAMFORD,CT,northeast,02/20/2017,,2200.0
STORE-01699, Store 1699 ,Atlanta,GA,south,2016-08-09,,4500.0
STORE-01700,store 1700,Eugene,or,WEST,2022/02/26,,4500.0
STORE-01701, Store 1701 ,ROCHESTER, MN ,Midwest,2017-02-06,,1200.0
S01702,Store 1702,Mesa,AZ, West ,2022/11/27,,6000.0
S01703,store 1703,Green Bay,wi,MIDWEST,30-May-2017,,1200.0
 S01704 ,Store 1704, Durham ,NC,South,2023/12/11,,1800.0
 S01705 ,Store 1705,san jose,CA,West,04/04/2018,,1800.0
 STORE-01706 ,Store 1706, Paterson ,NJ,Northeast,2019-12-03,,1800.0
 S01707 ,Store 1707, San Diego , CA ,West,28-Jun-2016,,3000.0
store-01708,Store 1708,AUSTIN, TX ,SOUTH,2022/07/01,18-Mar-2023,1800.0
S-1709,Store 1709,Henderson,NV, West ,21-Sep-2021,,1200.0
S01710,Store 1710,Cincinnati, OH ,Midwest,2016/04/04,,3000.0
S01711, Store 1711 ,Stamford,CT,Northeast,2016/03/04,,4500.0
S01712,Store 1712,Atlanta,GA,south,08/10/2022,,1200.0
STORE-01713, Store 1713 ,Phoenix,az,WEST,04-Mar-2023,,4500.0
01714,Store 1714,Salem,OR, West ,09/22/2023,,1200.0
 01715 ,Store 1715,hartford,ct,Northeast,23-Sep-2017,,3000.0
01716,STORE 1716,NEW HAVEN,CT,NORTHEAST,2019-02-14,,6000.0
STORE-01717, Store 1717 ,salem,OR,West,2023/09/01,,6000.0
01718,STORE 1718, Memphis ,TN,South,02-Sep-2023,,2200.0
S-1719, Store 1719 ,salem,or,West,2016-10-21,,1200.0
S01720,STORE 1720, Ann Arbor , MI ,MIDWEST,27-Aug-2021,,1800.0
01721,Store 1721, Miami ,FL,South,2021/11/17,,6000.0
01722,Store 1722, Hartford ,CT,northeast,01/29/2019,2020/06/19,4500.0
S-1723,STORE 1723,San Diego,CA,West Region,29-Aug-2019,,6000.0
STORE-01724,STORE 1724,Spokane,WA, West ,07/11/2017,,2200.0
S01725,Store 1725,St. Paul,MN,Midwest,06/23/2016,,1200.0
01726,store 1726,SALEM,OR,West,2022/02/26,,
S01727, Store 1727 ,worcester,MA,Northeast,2016/12/02,,2200.0
STORE-01728, Store 1728 ,Detroit,MI,Midwest,16-Jul-2023,,3000.0
STORE-01729,Store 1729,EUGENE,OR,West,05/30/2016,,3000.0
01730,Store 1730,San Diego,CA,West,08-Aug-2020,,6000.0
 S-1731 , Store 1731 , Philadelphia , PA ,NORTHEAST,14-Jan-2020,,2200.0
STORE-01732,store 1732, Tampa ,FL,south,20-Oct-2016,,1800.0
store-01733,Store 1733,PORTLAND,OR,WEST,2020/05/30,,1200.0
S-1734,store 1734,Durham,nc,South,2022/09/14,,1200.0
store-01735,STORE 1735,seattle,WA,West,24-May-2018,,1200.0
01736, Store 1736 ,RENO,NV, West ,01/29/2024,,2200.0
 S-1737 , Store 1737 ,LOS ANGELES,CA, West ,2021-03-05,31-Oct-2024,6000.0
s01738,store 1738,Mesa,AZ,West,31-Mar-2023,,1800.0
s-1739,Store 1739,NASHVILLE, TN ,South,2023/06/15,,2200.0
01740,STORE 1740,San Diego,CA,WEST,2016-08-24,,
 STORE-01741 ,Store 1741,Miami,FL,South,10/08/2022,,6000.0
 S01742 ,Store 1742,Phoenix,AZ,West,10/15/2023,,6000.0
01743,STORE 1743,Nashville,TN,South,2020/05/15,,1200.0
01744,Store 1744,Mesa, AZ ,West,2017/02/28,,3000.0
01745,Store 1745,New Haven,CT,NORTHEAST,2023/03/14,,2200.0
STORE-01746,Store 1746, Miami , FL ,south,2020/03/15,,3000.0
S01747,Store 1747,Minneapolis, MN ,midwest,15-Sep-2023,,1200.0
 01748 ,Store 1748,CHARLOTTE,nc,SOUTH,2018-12-01,,1200.0
S-1749,STORE 1749,MINNEAPOLIS,MN,Midwest Region,13-May-2020,14-Aug-2020,3000.0
 STORE-01750 ,store 1750,madison,WI, Midwest ,2017-08-14,,1200.0
S-1751,STORE 1751,LAS VEGAS,NV,West,2023/05/14,,2200.0
 S-1752 ,Store 1752,Portland,OR,WEST,2022/08/08,,4500.0
S01753,Store 1753,Los Angeles, CA ,West Region,2019-05-07,,4500.0
S01754,Store 1754, Phoenix ,AZ,West,2021/03/08,,3000.0
S01755,store 1755,COLUMBUS,OH,Midwest Region,09/30/2020,,2200.0
s01756,store 1756,Tampa,FL,SOUTH,2022/12/20,,1800.0
 STORE-01757 ,Store 1757, Houston ,TX, South ,2017/10/29,,6000.0
STORE-01758,Store 1758,henderson,nv,West,2016-02-18,,2200.0
STORE-01759,Store 1759, San Jose , CA ,west,05/27/2019,,6000.0
 STORE-01760 ,Store 1760,Miami,fl,South,2021-01-09,,2200.0
01761,Store 1761,knoxville,TN, South ,06-Feb-2021,,6000.0
S01762,STORE 1762,raleigh, NC ,South,25-Oct-2019,,1800.0
 STORE-01763 , Store 1763 ,Pittsburgh,PA,NORTHEAST,2016/03/21,,3000.0
S-1764,Store 1764,NEW YORK,NY,NORTHEAST,06/05/2021,,3000.0
STORE-01765,Store 1765,Las Vegas,NV,WEST,27-Apr-2019,,2200.0
01766,Store 1766,Worcester,ma, Northeast ,11-Feb-2024,,3000.0
 S-1767 ,Store 1767,Tucson,AZ,WEST,03-Dec-2020,,1800.0
S-1768,Store 1768, San Jose ,CA, West ,2016-12-15,,6000.0
 01769 , Store 1769 ,Miami,FL,SOUTH,07-Aug-2018,,1200.0
S01770,STORE 1770, Reno ,NV,WEST,12/08/2023,,1200.0
S01771,Store 1771,ORLANDO,fl,SOUTH,09-Jan-2024,,2200.0
 STORE-01772 ,STORE 1772,STAMFORD, CT ,NORTHEAST,01-Nov-2021,,2200.0
S-1773,Store 1773,atlanta,GA, South ,05/18/2021,,1800.0
STORE-01774,Store 1774,Los Angeles,CA,West,20-Dec-2022,,3000.0
01775,Store 1775,Tacoma, WA ,west,08-Nov-2016,,1200.0
s01776, Store 1776 , Columbus , OH ,MIDWEST,2022-01-28,,1200.0
STORE-01777,Store 1777, Chicago ,IL, Midwest ,2024-02-10,,2200.0
S01778,store 1778,Madison,wi,Midwest,04/17/2023,,3000.0
01779,Store 1779,AUGUSTA,GA,SOUTH,02/01/2022,,6000.0
01780,store 1780, Los Angeles ,CA,west,2018-11-29,,
S-1781,Store 1781,austin, TX ,SOUTH,03/13/2017,,4500.0
S-1782,Store 1782,Miami,FL,South,07/18/2018,,1200.0
01783,Store 1783, Atlanta ,GA,South,12-Nov-2016,,3000.0
S-1784,Store 1784, Philadelphia , PA ,northeast,05/09/2019,,1800.0
s-1785,Store 1785,PHOENIX, AZ ,West,2023/03/30,,4500.0
S01786,store 1786,Tacoma,WA,West,2020-03-21,,4500.0
 STORE-01787 ,store 1787,Jersey City,NJ,Northeast,2021/12/27,,1200.0
STORE-01788,store 1788,Charlotte,NC, South ,2021/05/11,,1200.0
STORE-01789,Store 1789, Bolingbrook , IL ,midwest,2016-12-12,,1200.0
store-01790,Store 1790,cleveland,OH, Midwest Region ,2019-06-26,,1800.0
store-01791,STORE 1791, Cleveland ,oh,Midwest,2022/11/06,,6000.0
S01792, Store 1792 ,Phoenix, AZ ,West,12/16/2019,,1200.0
s01793,Store 1793,cincinnati,OH,MIDWEST,24-Apr-2022,08-Oct-2022,1800.0
 STORE-01794 ,STORE 1794,savannah,ga,South,2023-05-21,,3000.0
01795,store 1795, Nashville ,TN,South,12/22/2022,,6000.0
01796,Store 1796,henderson,NV,West,06/30/2018,,1800.0
S01797, Store 1797 ,Chicago,IL,Midwest Region,2018/07/31,,3000.0
S01798, Store 1798 ,Cleveland,OH,midwest,2016-07-02,,2200.0
S01799, Store 1799 ,San Jose,CA,WEST,2018/12/28,,4500.0
S01800,Store 1800, Atlanta , GA ,South,2017/06/23,,2200.0
S01801,Store 1801, Ann Arbor ,MI,MIDWEST,06-Nov-2018,,3000.0
store-01802, Store 1802 ,Cincinnati, OH ,Midwest,2023-01-31,,4500.0
s-1803, Store 1803 , Spokane , WA ,West,22-Jun-2017,2017/09/21,6000.0
01804,store 1804,Phoenix,az,West,2019-06-07,,2200.0
S-1805,store 1805,Los Angeles,ca,WEST,05-Jun-2018,,3000.0
 STORE-01806 ,Store 1806,SPRINGFIELD,ma,Northeast,2021-04-21,,3000.0
01807, Store 1807 ,Henderson,NV, West ,2017-10-18,,2200.0
s01808,STORE 1808,Milwaukee,WI,MIDWEST,11-Dec-2019,,4500.0
STORE-01809,STORE 1809,austin, TX ,SOUTH,2018-11-11,,3000.0
STORE-01810,Store 1810, Tucson ,AZ,WEST,2016/10/07,,1800.0
S-1811,Store 1811, Bolingbrook , IL ,Midwest,2016/07/18,,1800.0
S01812,Store 1812,tucson,AZ,west,2018/09/18,2020/01/30,4500.0
 S01813 ,STORE 1813,Chicago,IL, Midwest Region ,2017/08/11,,1200.0
s-1814,store 1814,stamford,ct, Northeast ,03/05/2022,,2200.0
STORE-01815, Store 1815 ,CHICAGO,IL,midwest,2016/05/02,,4500.0
01816,store 1816, Salem , OR ,WEST,08/19/2020,,3000.0
 S01817 ,Store 1817,LOS ANGELES,CA,west,2017-11-10,,1200.0
01818,store 1818,Philadelphia,PA,northeast,2021-10-16,,1800.0
S-1819, Store 1819 ,Henderson,NV,WEST,18-Apr-2019,,2200.0
STORE-01820, Store 1820 ,savannah,GA, South ,28-Sep-2017,11/19/2018,3000.0
S01821, Store 1821 , Houston ,TX,South,2016/10/28,,4500.0
S01822,Store 1822,San Diego,CA,West,12/15/2016,2019/10/01,3000.0
01823,Store 1823,ANN ARBOR, MI ,Midwest,2021-06-14,,4500.0
 01824 ,Store 1824,dallas,TX,SOUTH REGION,2016-12-17,,
s-1825, Store 1825 , Dallas ,TX,South,30-Jan-2021,,3000.0
STORE-01826,store 1826,MADISON,WI,Midwest,2023/06/02,,6000.0
S01827,STORE 1827,San Jose,CA,West,29-Jul-2018,,
S-1828,Store 1828,Los Angeles,CA,West,18-Nov-2017,,6000.0
STORE-01829,Store 1829, Rochester ,NY,Northeast Region,2022-10-04,,3000.0
S-1830,Store 1830,Mesa,AZ,west,15-May-2019,,6000.0
S01831,store 1831,New York,NY,northeast,2021/02/10,,1800.0
s01832,Store 1832,Springfield,MA,NORTHEAST,2017-02-26,,1200.0
s-1833,STORE 1833,DALLAS,TX,South,30-Sep-2019,,2200.0
S01834,Store 1834,CINCINNATI,OH,Midwest,2017/03/22,,4500.0
S01835,Store 1835,Tucson,az,west,2018/05/28,,6000.0
01836,Store 1836,Memphis,TN,SOUTH,01/18/2024,,1800.0
S01837,Store 1837,RENO,NV,West,11-Jun-2023,,1200.0
01838,store 1838, Augusta ,GA, South ,2023-03-10,,4500.0
01839,store 1839,Grand Rapids, MI ,Midwest,2020/05/29,,1200.0
01840,Store 1840, Rochester ,mn,Midwest,08/30/2018,,1800.0
S-1841, Store 1841 ,Philadelphia,PA, Northeast ,2022-12-19,,2200.0
